,year,text,sender,sentiment,emotion
290,1901,alla moglie murano carissima livia oggi sono mandato in aprile senza tue lettere non puoi avere un idea come mi indisponga il sospetto che tu non m hai scritto ieri domenica io la domenica la passai maluccio per un affare andai in cerca di sedea e non lo trovai poi per riparare ad una trascuranza di nicoletto perdetti una buona parte del pomeriggio in fine con gilda andai a fare una visita a zia carlotta ziffer che m accolse in una commozione che per un poco mi trasse dal grigio noioso di tutta la festa oggi m arrabatto in fabbrica non potendo far nulla causa la mancanza d operai né potendo allontanarmi per un affare che io credo importante e che andrebbe perseguito con calore insomma sono tanto di malumore che per non comunicarti tutto il mio malanimo attesi per scriverti l ultima ora aumenta invece di decrescere ti abbraccio di cuore spero di ricevere domani tue buone notizie ettore,Ettore Schmitz,negative,sadness
291,1901,alla moglie murano mia cara moglie ho passato una brutta giornata causa mancanza di v notizie adesso sto bene in seguito al v dispaccio ti prego di dire a olga che l ultima cosa ricevuta da trieste è stato un piego contenente una lettera al ministro morin la presente cara moglie non ha altro scopo che di avvisarti la mia venuta per domani a notte col wurmbrand rivederci amareggiato soltanto dalla immancabile prossima partenza che il diavolo mi porti sono di buon umore interpretando il dispaccio nel senso che tu hai scritto ogni giorno ti abbraccio e bacio con tutta l anima ettore,Ettore Schmitz,negative,sadness
292,1901,alla moglie murano carissima livia ho ricevuto la cara tua di ieri causa il ritardo nell arrivo della benzina io non potrò partire da qui venerdì sera ma bensì domenica mattina col denaro di titina fa come vuoi anche al mercoldi c è coro incomincia come sai a infastidirmi buono che la stagione è avanzata scusa le poche parole in fretta ma suonano le sette e finora ho bazilato il bazilabile se non ti scrivo niente in contrario ti prego di far avvisare cautley che sabato non vado alla lezione ti bacio e abbraccio di cuore il tuo seccatissimo marito ettore,Ettore Schmitz,negative,anger
293,1901,alla moglie murano mia cara livia arrivederci dunque domenica mattina e forse più tardi mi dispiace molto quanto mi dici di olga dovreste parlare con piero acche convinca gioachino del male reale di olga io penso che sia del caso una certa mitezza mi raccomando e forse farei meglio raccomandarlo a nella che certe cose per affinità capisce meglio cercate di divenire le confidenti di v madre io qui faccio una vita da cane sempre in pensiero per roba che non ho e per merci che non arrivano devo tutto ciò a o che sempre mi trattenne dal lavorare piuttosto che spingermivi mi stancai come se avessi lavorato di più e adesso per sopramercato sono fritto guai poi se le avessi dato più retta adesso si che si lavora presto e male di solito ti assicuro il presto non nuoce non dirle niente di queste mie lagnanze perché ne ha già abbastanza e poi non serve un abbraccio di cuore dal tuo aff o ettore,Ettore Schmitz,negative,anger
294,1901,alla moglie murano carissima livia due parole in fretta e furia per dirti che ho ballato parecchio questa notte ma non come l altra volta e che oggi sto benissimo spero a casa tutti bene comunicami i risultati della seconda analisi che indubbiamente piero farà informami anche sullo stato di adolfo ti abbraccio di cuore ettore ho passato nel pomeriggio un ora intera con urbano nonno nono desidera conoscerti perché gli parlai di te dicendogli che sei una scimmia è geloso di titina della quale per sbaglio non annullabile dissi ch è bella egli ritiene che sua figlia sia la bambina più bella di venezia andammo d accordo perché egli concedette che la mia poteva essere la più bella del litorale addio cara moglie spero di salvarmi anche questa volta dalle mie varie debolezze e malattie,Ettore Schmitz,negative,joy
295,1901,alla moglie murano carissima moglie figurati che ad onta che gilda avesse dato l ordine di dire ch ero assente oggi mi chiamarono in fabbrica per avere il dubbio piacere di ricevere la visita di a i ambisce ad un posto di venditore da salviati pare m abbia visto con oscar ziffer e debbo parlarne a costui naturalmente ziffer la saprà già lunga sul conto dei i io trattai a con molta gentilezza e gli dissi che avrei fatto per lui quanto mi sarebbe stato possibile infatti con oscar ne parlerò ma con tutta sincerità può essere che tuttavia accolga la mia domanda perché mi pare che qui a venezia in fatto di articoli di venezia non ci debbano badar gran che all onestà sarebbe un ipocrisia del resto niente di nuovo questa notte dormii dalle alle meno un quarto oggi mi pare di stare un po meglio degli ultimi mesi ma non ancora quanto mesi fa e tu povera capra come va sento con piacere che hai trovato serva io sono d accordo che tu incassi la pensione dubbio è se tu possa senza mandarmi le ricevute per la firma lanzi può dichiararmi in essere senza vedermi ma non può ancora firmare per me pare tu studii tutte le vie per poter incassare la pensione senza di me non merita che tu m invii adesso le ricevute parto da qui credo almeno venerdì sera ti bacio e abbraccio di cuore ettore,Ettore Schmitz,negative,anger
296,1901,alla moglie murano carissima moglie ho ricevuto la cara tua e non ho tempo che d inviarti un bacio di cuore e dirti che sto bene sono di buon umore ma pieno d impicci e di fastidii in fabbrica domani devo ricordarmi di prendere le barchette per i picci le notizie che mi dai di adolfo e vela mi rattristano sommamente addio cara livia anelo di rivederti ettore,Ettore Schmitz,negative,sadness
297,1901,alla moglie murano carissima livia son qui ciccando e fumando allegramente e più il primo che il secondo figurati che partito alle undici e venti dopo una notte diabolica arrivai alle ant a venezia e non per ritardo ma perché è sempre cosi e non capisco come olga si sia fitta in mente che si arriva alle mi mangiavo le mani dalla bile al pensare che se fossi partito da trieste alle del mattino sarei arrivato riposato un ora dopo sono di un umore terribile perché c è ancora di peggio oggi è s marco la più grande festa di venezia gli operai avventizii non vennero e gli altri torcono il muso all idea di lavorare feci tuttavia un passo avanti ma v è di peggio ancora non c era questa grande premura come diceva carlo veneziani e avrei potuto essere qui anche lunedi non vedo l ora che venga la notte per dare finalmente una dormita intiera ti bacio e abbraccio e spero che zencovich ti permetterà finalmente di uscire el tuo vecio stanco ettore,Ettore Schmitz,negative,fear
298,1901,alla moglie murano carissima livia ho dormito a bordo come se fossi stato nel mio letto questa mattina fu duro destarsi e trovarsi nella squallida cabina tanto più duro in quanto che quando il cameriere riuscì finalmente di destarmi l impiegato di finanza se n era andato e non c era più alcuna gondola intorno al vapore chiamai chiamammo ma nessuno veniva finalmente un grosso barcone a sei remi menò me e la mia valigetta a s marco tutti ridevano ciò che non mi meravigliò perché io porto l allegria in tutti i paesi dove vado è perciò che mi dispiace di non essere più spesso a trieste mi pare antipatriottico la penna d oro è stata bagnata or ora per la prima volta qui non mi piace la carta bisognerà che me ne porti da trieste ti bacio e abbraccio insieme a titina sono un po inquieto mi doleva e lo sai ma era pure una certa tranquillità di saperti chiusa in casa per restauro ti saluto un altra volta come iersera ettore,Ettore Schmitz,negative,sadness
299,1901,alla moglie murano mia cara moglie ho ricevuto la cara tua che senza saperlo risponde a una parte della mia di ieri mi sforzo dunque di dichiararmi e cerco di essere tranquillo per te come al solito all ultimo momento poche parole la posta parte e dati i nuovi metodi di cottura ho ancora una caldaia al fuoco scrivimi come sta adolfo iersera ho indotto gilda di venire con me in piazza poi ne ero tanto pentito come un ebreo che si battezza le gambe mi facevano papà di gilda giacomo e dalla stanchezza mi girava la testa oggi le lenzuola mi vedranno di buon ora addio cara livia bacia titina e te stessa di tutto cuore con tutta l anima ettore,Ettore Schmitz,negative,sadness
300,1901,alla moglie murano carissima moglie ho ricevuto la cara tua del e ti prego d avvisare olga che gilda ricevette la sua con polizza mi dispiace di sentire che quella s ciappa di tua madre è ricaduta nel suo stato pazzesco quando finirà in questo istante ricevo un dispaccio da casa e di a olga che ho notato anzi le scrivo e non dirle niente io certo non ti ho mai augurato malanni cara livia e sono felicissimo che tu possa uscire ma mentre prima non ci pensavo affatto ora ci penso qualche volta ma lasciamo stare perché già si sa la volpe perde il pelo alludo alla barba ma non il vizio attendo che tu m informi sullo stato di adolfo per franzensbad ci penseremo la spesa non mi sembra molto più elevata di quella di salso forse verrà con te la solita luzzatto di gorizia e graziadio ricomincerà a mandarvi in giro con il suo biglietto combinato di giro hai già fatto qualche cosa per ottavio iersera sono andato a letto alle otto e mezza ma non ho dormito bene ho fatto un brutto sogno con adolfo sognavo che gli era venuto un vespaio e catina la cameriera che ebbimo nella n giovinezza mi diceva venga venga a vederlo ha un labbro dietro al collo fatto come quello della bocca altro che sogni non so raccontarti gilda avrebbe il più vivo desiderio di vedermi restare sabato sera per assistere alla città morta ad ogni modo se il tempo fosse buono verrei col lloyd ch è economico in caso di cattivo tempo ci penserò un abbraccio di cuore dal tuo aff o ettore,Ettore Schmitz,negative,sadness
301,1901,alla moglie murano carissima moglie due parole in furia perché sono atteso in fabbrica domani sera salvo cattivissimo tempo parto col lloyd ricevetti la tua di ieri anche teatro capra lersera fui in piazza a sentire un corale di bach eseguito magistralmente dalla banda cittadina gilda non venne perché stanca e di poca voglia incontrai il dr venezian costellos avv e caprai venuti a venezia per comperare un quadro per l istituto revoltella non so se la scelta sia stata molto felice vedrai a suo tempo il dr venezian mi domandò di te venezia è piena zeppa di foresti in piazza pare d essere ad una festa ti bacio e abbraccio insieme a titina ettore,Ettore Schmitz,negative,joy
302,1901,alla moglie murano carissima livia le due solite parole in fretta ti prego di pregare marco di mettere in un vaso chili di grigio esterno e di consegnarli a bezzina a bezzina dirai di portarli nella abitazione del mio maestro di inglese cautley via s vito con un mio biglietto da visita gli ho promesso tale pittura da mesi ed essendo sempre nomade ho dimenticato di mantenere la promessa invece che iersera avrei potuto partire molto ma molto più tardi ti bacio e abbraccio di cuore cara livia assieme al coupon letizia ettore,Ettore Schmitz,negative,sadness
303,1901,alla moglie murano carissima livia ho ricevuto la tua di ieri ti prego di dire a olga che resto qui fino a domenica mattina perché domani ancora ho da vuotare cerando e mettere in regola parecchie cose olga veneziani mi scrive che ha fermamente deciso di venire essa a venezia mi pare di vederla qui io paziento ancora fino alla fine dell anno scolastico ma poi spese o non spese vengo quando qui c è da fare a stabilirmi qui con te o senza di te finora di sera non sono mai stato fuori di casa sono andato a letto alle non sapevo neppure che dieno la citta morta ti abbraccio di cuore tuo aff o ettore,Ettore Schmitz,negative,sadness
304,1901,alla moglie tolone mia cara moglie oggi sono disperato di non averti con me ma ieri me ne derivò un piacere vedendo dora veneziani quasi prossima ad uno svenimento dal caldo e dalla stanchezza la consegnai alla stazione alla signora chiappamosche e presa una carrozza feci una corsa a piazza del duomo vidi la reclame per quell accidente e eterno salsomaggiore in quei d ora causa la vicinanza di salsomaggiore mi sentii più vicino a te poi patatum patata si andò avanti sino a sampierdarena in ottima compagnia due studenti giovani ma vecchi per sapienza e serietà l uno figuratelo come enrico schott e l altro anche inguantati fino agli occhi discutevano se fosse più probabile la nascita del capolavoro in una civiltà avanzata od in una in via di formazione io sentenziai che ci voleva una bella dose di civiltà per fare il capolavoro ed una bellissima di barbarie per crederci ma poi rifiutai di dare il mio nome ero anche tanto sporco che i miei capelli persino erano tutti neri gli studenti s infervoravano tanto che avevo paura ribaltassero il treno consigliai loro di aspettare qualche anno per discutere di civiltà e barbarie e ciò non mica perché io neghi alla gioventù la cultura ma perché intanto io sarei stato al sicuro m incantò il paesaggio che andava svolgendosi dinanzi ai n occhi poco prima di sampierdarena fu la cosa che più gustai nel lungo viaggio la riviera mi trovò stanco scorato nella stanchezza mi parve tanto vano e inutile il mio viaggio e vidi in prospettiva l umiliazione di aver speso un mondo di denari e di non aver fatto niente fu per questa tristezza che forse non pensai alla felicità di passar con te e titina una parte della n vita in una di quelle case circondate di palme ma a noi occorre meno una casetta a dolina col tramvay elettrico dinanzi a kr la corsa a montecarlo quantunque fosse già notte inoltrata mi scossi e acuii persino l udito onde gustare la vicinanza di tanti milioni in movimento il treno si fermò sotto una rupe adorna di fiori con un gusto e un originalità che non ti dico era trattata come se fosse stata del cartone dipinto mi dispiacque quando il treno si mosse senza che da quella rupe si fosse gettato nessuno credo sia fatta apposta dei francesi sinora poco posso dirti bisogna muoversi poco per non spendere troppo tuttavia in poche ore passate a tolone compreso l arrivo ho già speso franchi quattro e mezzo di vettura viceversa poi spendo pochissimo per mangiare oggi presi un dejeuner a f chi ed ebbi tre pezzetti di sala me con ravanelli e olive una porzioncina di pesce cucinato in un brodetto col pane credo il celebre piatto di queste regioni poi una coscia di pollo con patate indi un pezzo di arrosto con molti e squisiti piselli e infine un pezzo di brie e dei savoiardi il tutto compreso mezzo litro di vino debole ma buono incantato domandai fino a che ora si possa andare a cena in quel luogo e mi risposero il n y a jamais de refus ici ah fosse cosi anche con mia moglie sempreché non vi sieno domande che da me vuoi la descrizione della mia giornata arrivai alle ant e mi coricai dormii della grossa fino alle poi bazilai parecchio per trovare il telegrafo poi di più ancora per trovare lambert aiutato dalla signorina dell hotel bruttina parecchio non inquietarti cercai nella guida commerciale ma che non porta l indicazione delle case commerciali intanto venne un signore in montura che io presi per un maitre d hotel per interrompere la sua conversazione con la signorina lo pregai di cercarmi quel nome si rifiutò e mi disse d indirizzarmi alla gente del paese ed io che lo credeva del paese era invece un ufficiale senza sciabola e buono ancora che non l aveva perché mi parve offeso per fortuna io capisco i francesi fino al momento in cui s offendono poi mi viene voglia di dir loro parlate lentamente se volete offendermi perché altrimenti non m offendete ed io non m offendo dopo aver parlato con lambert tornai a letto e dormii fino alle quattro subito dopo quella succulenta colazione che ti dissi infine mi misi a scrivere e ora che cesso sono le sette scrivo in una stanzuccia piccolissima al primo piano pulita molto ma poverissima evidentemente non mi calcolano ricco ciò che mi sorprende non poco il letto ha un grande guanciale tenero ciò che mi procura un forte male di testa se sapessi come lavoro intorno alla mia valigia per tenerla all ordine oggi vi dedicai un ora ma tuttavia ha già perduta la forma che tu le desti fumo come un turco per abituarmi al tabacco francese del resto in viaggio dovresti essere soddisfatta che fumo dacché viaggio dovendo sempre andare nei compartimenti per fumatori non viaggiai giammai o rarissimamente con signore del resto spero che la tua fiducia poggi su altri elementi sono sempre col pensiero a voi nella mia assoluta solitudine cerco d animarmi coi miei pensieri e anche ci riesco ma sono in fondo molto triste al pensiero che passerà tanto tempo prima di rivedere te e titina e evidente che si tratterà di un assenza molto lunga oggi lambert aveva una grande voglia di mandarmi a parigi mentre io vorrei mandarlo al diavolo ti bacio e abbraccio mia cara moglie con tutta l anima spero di ritrovarti mia come ti lasciai tienmi informata delle cose grandi e piccole che avvengono in casa e sulla salute di adolfo saluta vivamente nella marco e fausta addio livia mia ettore,Ettore Schmitz,negative,sadness
305,1901,alla moglie tolone mia cara livia ho spedito la lettera alle e spero l avrai al più tardi dopodomani non mi sentivo voglia di mangiare e dopo di aver camminato su e giù pel boulevard strasbourg per un ora circa bevetti una tazza di latte e preso in mezzo alla folla da quel senso di solitudine che mi opprimeva quando venivo tardi a casa per via montecuco corsi nella mia stanzuccia a stare un poco in compagnia tua prima di coricarmi capisco benissimo che una moglie lasci andare malvolentieri il marito solo in questi paesi tolone che pur dovrebbe essere la pola della francia concentra di sera tutta la sua vita elegante in questo boulevard strasbourg con o caffè uno accanto all altro elegantissimi e donne che lanciano occhiate servono nei caffè e vi suonano in uno dei caffè c è anzi un orchestra femminile che suona in modo da provare una volta di più che le donne fra di loro non vanno mai d accordo l arte galante che prevalse sempre in franeia giunse fin qui sul boulevard trovai une sulle des dépèches vi entrai a leggere i dispacci che m interessarono pochissimo v erano però accanto varii cinematografi con titoli diversi cabinet particulier première nuit de noce tee gettai cent in quello della prima notte e restai stupito in un letto un po celato si capiva che si svolgeva la scena che anche tu sai ne sbucavano ora due gambe femminili ed ora due maschili l uomo improvvisamente balza dal letto e si capisce dai gesti impreca alla donna essa a sua volta si leva in camicia e cerca di convincerlo si abbracciano anche ma egli si svincola e ritorna a piangere ella gli corre dietro lo riporta in mezzo alla stanza prende in un catino dell acqua si alza la camicia e si lava poi evidentemente tutti e due cercano ne catino la traccia del sangue che non c è e allora la donna sempre nuda esce dalla camera e l uomo resta solo a piangere accanto a me una signorina elegantissima guardava ridendo nel cabinet particulier io mi vergognai pel v sesso e uscii invece ch essere esposto alle tentazioni io sono pieno di gelosia fu ben strana la n separazione per si lungo tempo mai ci siamo divisi cosi io come vedi ti mando in queste lunghe lettere tutta la tranquillità di cui puoi abbisognare imitami se anche non nella lunghezza delle lettere nei dettagli più estesi intanto se ricevi delle visite maschili di domenica perché a mio sapere gli altri giorni non ne vengono calcolo ti farai sempre fare compagnia da nella ch è tanto buona che se sa che lo desidero lo farà coscienziosamente malliet accusato a torto o a ragione di stare più con voi che con le ragazze sarà cosi con voi e non con te sola fa dunque in modo che ogni tua lettera m apporti tutta la tranquillità eli cui ho bisogno questa sera ho visto esposti da un cappellaio dei cappelli di paglia a franchi e bellissimi con grande timidezza mi presentai a domandare se ne avessero uno per la mia testa risero in atto di sfida e me ne offrirono uno dicendo che certamente sarebbe stato troppo grande per me mi stava sulla punta del naso e fui congedato con aria poco benevola e molto stupita guardandomi mi pare anche i piedi per vedere come fossero fatti quelli soffro di mancare di un cappello di paglia e a marsiglia andrò dal primo cappellaio che trovo finora qui non vidi una sola canna e la mia continuerà perciò a servirmi di scatola fumo come un turco nella solitudine la sigaretta è una grande compagnia vi ricorre continuamente domani ho da fare la conoscenza di due alti ufficiali russi e ho da passare qualche ora con lambert che non è il n louis lambert di balzac cercalo nella mia biblioteca e portalo con te a salsomaggiore sorpassando alcune pagine che a te daranno noia arriverai ad alcune pregne di passione lambert oggi mi disse demain nous ferons nos petites ajfaires io risi perché subito pensai demain ton petit mari fera ses petites ajfaires tienmi informato dei rapporti fra olga e gioachino quella sera essa mi parve pentita pensandoci essa deve riconoscersi alquanto bête buona notte ettore,Ettore Schmitz,negative,sadness
306,1901,alla moglie tolone ore ant il sonno non mi vuole più fra ieri e questa notte ho dormito tanto che adesso pieno di superbia mi trovo desto alle ant oggi spero è giornata campale per me se si trattasse di battersi in tedesco o in italiano sarei più tranquillo vero è che se si trattasse d inglese sarebbe peggio intanto ti abbandono subito per sbrigarmi di una seccatura devo scrivere lungamente al dr giorgio piccoli figurati che a tolone devo preparare i temi di promozione di revoltella spero che in tal modo mi regaleranno i fior che a te starebbero tanto bene ma mi pare improbabile disgraziatamente specie se non ritorno in tempo per firmare i certificati piccoli sarà dispiacente di non aver ancora più denari da sequestrarmi ore ant ho scritto a piccoli ti prego di dire a schreiber che attendo da lui i dati per fare il programma del banco modello e causa sua se finora non fu fatto e che in viaggio mi tocchino di tali seccature adesso vado a colazione e poi finalmente andrò a vedere un po la città fuori dell eterno boulevard a quest ora andrai a colazione anche tu perché in francia l orologio segna meno di quello del tempo medio europeo adottato in austria e in italia ho ricevuto la cara tua del con la fotografia che mi fece enorme piacere pensavo anche questa notte che avevamo dimenticato di prenderla mancando di un portafoglio in regola la tengo in valigia che apro almeno volte al giorno capisco bene che tu sia più inquieta degli altri anni per dirti il vero anch io lo sonò cerchiamo di tranquillarci il meglio che possiamo io ho bisogno di grande tranquillità per raggiungere la meta per cui sono stato inviato qui se arriverò ad un periodo di lavoro più intenso mi sarà più facile d essere tranquillo ma naturalmente allora ti scriverò meno non straccio le tue lettere questa volta le metto nella tasca della valigia le brucieremo insieme se cosi vorrai al mio ritorno questa mattina ho fatto un giro pel porto e pel mercato di tolone il mercato ha frutta e erbaggi come a trieste neppure ne sognano le babe vivacissime parlano quel dialetto che tu sai imitare tanto bene ne vidi una arrabbiatissima lanciare verso un altra delle invettive che avrebbe dovuto essere interessantissimo di capire mi piace camminare per le vie del paese si vedono dei tipi sommamente caratteristici le donne che spazzolano le vie grevi e grasse con cappelli di paglia tenera nera farebbero correre insieme tutta l inclita mularia di trieste mi fa da ridere al vederle perché le conosco dall amusdntvve non avevo mai pensato che veramente esistessero non posso scrivere di più gli sgobbamenti cominciano a danno della n cara corrispondenza addio cara livia ti bacio e abbraccio ettore,Ettore Schmitz,negative,anger
307,1901,alla moglie tolone mia buona livia buon giorno mia buona livia e buon mese a quest ora qui li tu apri i tuoi occhi verdi imbambolati e cominci a contare i disegni sul muro nessuno spero bene ti bacia nessuno violentemente ti toglie al tuo torpore esigendo bruscamente la cravatta solo la picia viene a schiacciare un ultimo sonnellino a te da canto a te la va bene io non ho che il vantaggio d esser ringiovanito di un ora oggi se mi daranno il biglietto passerò la giornata fra l arsenale e la seyne ove sono ancorati i battelli russi addio per oggi mio picciol desco donde mandavo alla mia livia tanta parte della mia vita quotidiana ora sono stato alla seyne e da lambert alla seyne non ho trovato il comandante ch è andato a spassarsela a marseilìe da lambert non trovai ancora il permesso d accesso all arsenale e sono rimandato a dopopranzo la seyne è una cittadella distante d ora di battello da tolone la traversata è magnifica dal porto propriamente detto di tolone un bacino quasi chiuso da colline e fabbricati si esce ad un bacino vastissimo tutto circondato da isole verdi tra cui una les sablettes ove passerò qualche ora di domani la mia prima domenica solitaria a fare un buon bagno di mare deliziosa seminata di ville la seyne stessa è un piccolo luogo di cui io non vidi che il grandissimo cantiere perché con questo caldo ho il principio di non camminare che quando gli affari lo esigono certo è che le sue vie sono meno simpatiche di quelle di tolone perché la vicinanza delle industrie le affumica la gente a tolone è vivace intelligente e cortese quando hai levato il cappello e messo nella frase tanti s v p ch è possibile ottieni una risposta pronta e cortese non è passato giorno che io per le vie non abbia dato la mia matta risata perché ridere solo è tanto difficile quando comincio a parlare mi guardano con occhio indagatore non per scoprire la mia personalità ma piuttosto la mia provenienza pare si domandino che francese è questo se è francese dev essere di qualche cantone dell indo cina al mio arrivo qui mi trovai come sempre senza sigarette e ne comperai una dal mio cocchiere era squisita ed io pensai se il cocchiere fuma cosi chissà come fumerò io invece non trovai quella qualità e pensieroso guardavo tutti i cocchieri in faccia per ritrovare il mio e domandargli di quale qualità di sigarette si servisse ieri uno studente giovinetto m accosta per domandarmi del luoco ecco il mio uomo penso io e gli racconto la storia del mio cocchiere mi sta ad ascoltare con grande attenzione guarda una sigaretta khedive che io gli faccio vedere per dimostrargli che non fumo male e fa una smorfia di disprezzo ii vous faut du maryland dice con convinzione e mi conduce da un tabaccaio spendo cent e ricevo una grande quantità ili sigarette che per di più non mi dispiacciono all uscita mi congedo dal mio uomo cui ringrazio ma egli mi sta a vedere in aspettativa s aspettava certo che senz altro avrei gettato via le sigarette e tutt ad un tratto risoluto mi dice ma a me i khedive piacciono gliene diedi uno ridendo con questa storia del cocchiere e della sigaretta ebbi un avventura peggiore passando davanti ad una baracca vidi che c erano in vendita delle sigarette con la soprascritta la fusée sembrandomi che somigliassero a quelle del cocchiere ne presi una e ne domandai il prezzo la venditrice gentilmente m avvisò che prendendone sei m avrebbe accordato un ribasso forte prima o poi si fumano pensai e le presi ne accesi una poco dopo e mi fermai a guardare un automobile che passava in quella la mia sigaretta si mette a fumare da sola e mi scoppia in bocca con un crepitio abbastanza forte lasciai cadere la sigaretta dallo spavento ma non ero sicuro se fosse scoppiata essa o l automobile il chauffeur però rideva più di me ciò che provava che l automobile non era danneggiata io non so ancora esattamente che cosa voglia dire fusée ma ad ogni modo è cosa da cui bisogna stare alla larga e non lo dimenticherò più adesso ho cinque sigarette che non so dove mettere perché ho paura che piglino fuoco in valigia ho ordinato un cappello di paglia da un fabbricante della rue d alger noterò la spesa separatamente presero misura ma mi dichiararono che occorreva una caparra capisco se io v abbandono il cappello non trovereste mai più la testa che vi occorre oggi vado a provare il cappello ed una signorina dal fondo del negozio mi domanda est ce que vous avez l heure credevo parlasse della caparra e per dimostrare presenza di spirito ne dissi una grossissima moi je ne l ai plus je l ai dé jà remise a ce monsieur regnò per un istante un silenzio sepolcrale nel negozio parevano spaventati certo mettevano in relazione la grossezza della testa e la natura della risposta quando capirono risero tutti di gran cuore e sono certo che mi faranno un bellissimo cappello dopopranzo al mio ritorno a casa ho un malumore terribile leggi la lettera che scrivo ai tuoi genitori e capirai perché mi sento assai solo e abbandonato e mi pare d asfissiarmi al pensare che domani domenica la passerò tanto tanto solo t invio questa lettera ma mi pare che ti scrivo troppe sciocchezze che assolutamente non servono a riavvicinarci forse il mio umore è tale anche perché manco oggi totalmente di v notizie ho un avvilimento in corpo che non ti dico domani mentre io sono qui negro e malcontento tu riceverai uno e l altro di quei maledetti giovanotti che bazzicano in casa nostra dio me ne guardi cara livia dal fartene un rimprovero ma a me pare che io sono come un capitano marittimo che lascia la moglie eternamente sola la nostra famiglia può finire male assai non volevo mai parlartene ma ebbi tale pensiero al momento in cui il battello si staccava dal molo s carlo e lo dissi a gioachino che alzò le spalle ti bacio e abbraccio cara livia io sarò sempre per te l antico finché tu sarai l antica per me ettore,Ettore Schmitz,negative,sadness
308,1901,alla moglie e ancora mia cara moglie il fatto è che io sono imbestialito di dover sempre parlar francese capisco possa essere aggradevole di parlarlo di tanto in tanto mezz ora ma credi sia bello dover atteggiare in quel dato modo astruso gli angoli della bocca e le mucose del naso ogni qualvolta ti occorre le cose più comuni oggi ebbi un solo quarto d ora di felicità trovai cinque operai toscani nella bottega del mio cappellaio parlai italiano a piena bocca pleine bouche in malora e bada si trattava di toscano e non del mio caro veneto io credo sia questa bella lingua di corneille e racine che alla sera mi rende tanto stanco e più stupido del solito gl italiani erano stupiti di vedermi tanto beato di parlare e sentirli parlare poi arrivarono persino a propormi di andar la sera a bere con loro ciò che era però troppo felicità e che rifiutai simpatici tanto quasi piangevo sentendoli raccontare di aver passato qui dei tristi anni durante l epoca dell odio all italiano io non ho sicuramente antipatia pel francese lo amo anzi ma mi piace molto fino qui parlo esclusivamente d affari e con gente che se non sono di gran buon umore non m importa affatto di parlare se trovo qualche articolo di giornale ben fatto subito mi riposa il francese fino mi riposa del francese ordinario ma non bisogna leggere ad alta voce neppure il fino a proposito di giornali puoi bene immaginare che ne sono pieno vuoi che ne scelga i più belli per inviarteli a salsomaggiore ti ricordi le prime parole che ti scrissi in quel n libro di fidanzati erano prese da non so che poeta tedesco e diceva che due esseri nel matrimonio per non disgiungersi dovevano dedicare ogni momento della loro vita a riavvicinarsi io lo tenni finora sempre presente tale detto e mi renderai giustizia che io sempre cercai di esserti assai assai vicino e le circostanze ci dividono in tale modo e cosa tanto contraria ad ogni mio desiderio ad ogni mio principio che m avvilisce non sono mica tre giorni che sono diviso da te con lievi intervalli sono separato da te da mesi o e non per fartene un rimprovero perché ne rammento le ragioni ma tu non volesti abbastanza fortemente seguirmi a venezia per rasserenarmi e quantunque non ne sia ben convinto penso che quando avremo tre fabbriche ognuno dovrà restare fermo per lungo tempo al suo posto figurati quale seccatura questa sera debbo fare ancora i temi di promozione per revoltella e inviarli domani ti bacio e abbraccio cara livia oggi ricevo le due tue lettere del e col passaporto sento che vai già martedì a venezia ma finché non me lo annunzi con maggior certezza io continuo ad inviare le mie lettere a trieste devo però fare due enveloppes per non indirizzare il solo a te so finora assai poco dei fatti tuoi ma se non ci fosse la possibilità di andare a salsomaggiore tu sai che zencovich ha dichiarato che se sei incinta di salsomaggiore non si debba parlare ora mi pare che tu precipiti le cose pel caso che tu fossi incinta sarebbe assai male che tu ti esponessi alla fatica del viaggio sarebbe un esporsi di nuovo ad una ricaduta attendo tue notizie in proposito figurati che non ho ancora fatto i temi per revoltella devo farli oggi e avendo fatto passi e scritto a casa sono le finisco col perdere il bagno anche oggi mi dispiace quanto mi dici di olga gli affari che tratto qui sono importanti soltanto nel caso in cui vengano studiati con grande attenzione a trieste e risolti altrimenti farei meglio di prendere subito il treno e venire alla capitale d europa salsomaggiore salutami caramente marco nella e fausta dovresti indurre tu olga di pagare a nella una cura di salsomaggiore altrimenti nella non sarà al caso d ottemperare alle prescrizioni del dottore dammi dettagli del concerto cui ti esponesti le persone che vi furono e che parlarono con te tutto ti bacio e abbraccio di cuore con la mia titina ettore,Ettore Schmitz,negative,anger
